100,25.02498697058946,39.02262092653783,41.026663650014754,45.02261395760505,75.02027316329811,0.01670037381682477,0.01579219601164539,0.01549120273104165,0.01634921852841842,0.01528447131241251
200,36.02151569398743,48.02781311654224,53.02436486920325,62.019524895567656,87.02278774499777,0.01395529855021493,0.01607689996480133,0.0175706892525227,0.01363236454734817,0.01937257510226686
300,45.02986863233293,59.02377154533484,74.02926512698393,78.02070418863727,109.02587555189736,0.01679932982860066,0.01889239844200574,0.01713856981700701,0.01277084852497978,0.01650829226960582
400,53.02069375861585,68.03048289962751,85.0295310145029,92.01936695944742,126.02527006231334,0.01451642994150859,0.01930801159420525,0.01498131867799657,0.0135583423063963,0.01654978425625586
500,67.02757760422828,85.01942418949629,96.02493231402129,101.0201479540829,139.02538508762407,0.01571555947538172,0.01051768221424254,0.0164422453142663,0.01564162660116608,0.01678225346279305
600,78.03607029507732,97.02904855991146,107.0286488598998,126.026816974247,186.02511362192203,0.01984926553643618,0.01728405854024118,0.01762516936966563,0.01635773235042848,0.01719612990331143
700,87.02664382906202,109.01913107487754,118.02811145201431,140.02196835201514,217.02753808335063,0.01370473540580974,0.01214406628989195,0.01837663698574943,0.01151002934085454,0.01870420711503584
800,95.02699624109506,126.02258406478978,131.01775500999187,167.0202838506225,238.03093375061425,0.01472103759141419,0.01796270807668066,0.01565294798808736,0.01440356622816807,0.0164068897568086
900,109.02134403397372,131.02226765211824,141.0273760829163,192.02236189735348,249.024194812613,0.01308920798280155,0.01393103952671026,0.02004782392918969,0.01358615135734453,0.01918533927380395
1000,115.0220219184164,140.0291604008481,155.02447067677775,224.0248769696257,281.0220485189346,0.01544070977433876,0.01562694614301563,0.01608927199782784,0.01595814973899223,0.01659200468589006
