100,345.0206532715461,539.0209239669442,837.0240038124873,930.0216555946272,1330.0296044622116,0.01262805007456791,0.01418608506219243,0.01676260553631437,0.01469981980335433,0.02095273726718005
200,560.0288159968347,745.0202569844835,1140.0251836012635,1240.0329837958636,1840.018255113979,0.01557451879261862,0.01611806372739011,0.01637614397304787,0.01818742496561754,0.01174872465617227
300,775.0259587855118,926.0268988523654,1450.0252004624456,1650.0196640270303,2050.0266127331,0.01535764971890785,0.01870186544897479,0.0188302802985163,0.01419022234131262,0.01670778047900967
400,987.020911258058,1175.021610371241,1790.0339221148083,1990.0232532186355,2460.024892582087,0.01634118845163357,0.01873712917995363,0.01940267656573269,0.01181872492861658,0.01340784453532251
500,1193.0266476936397,1378.026967197682,2070.026541560627,2270.027382232446,2970.023212059245,0.02004154339374509,0.01771416750307253,0.01925361832945782,0.01967210494512983,0.01972808722894115
600,1315.0400512105014,1585.0329583107823,2530.021721119528,2830.033370675144,3380.0275970863318,0.01875769121170379,0.01811527138761448,0.01617609566710598,0.01792603162812156,0.01842323190521711
700,1519.0167148677838,1918.030571892686,2890.020109851161,3190.021371751509,3990.034520900928,0.01526383094460471,0.01942864573220504,0.01688403774460312,0.01624247865129291,0.01748220764602593
800,1726.0273272422442,2209.023598019713,3110.024486999751,3310.025999440404,4310.03219911756,0.0173702337897339,0.01760764005666715,0.01575633755510353,0.01591272397854482,0.01761874399016961
900,1907.0182852693936,2510.0212954393087,3410.025771212421,3710.023682246429,4910.026253314562,0.01017631185004575,0.01353333130464307,0.01406766330455866,0.01515737818499474,0.01558212208328769
1000,2039.024786447944,2835.024931745798,3810.0259082087705,4210.025220087097,5210.017902034222,0.01707494697348011,0.0174041459831642,0.01663792794988694,0.01608406083323644,0.01226050541481527
