100,7.100910213552589,8.425122725265263,10.209308714101688,15.206746492490984,20.86577439313044,0.01662239693701117,0.0160237252427109,0.01563385302169706,0.01319931210837311,0.01654773102720242
200,7.641691372942627,9.403199864286618,12.8666843041913,17.175860122142726,23.40171509983377,0.01385826653468847,0.01463916857712633,0.01222529486758361,0.0165534029610086,0.01448053563007079
300,8.192359578500744,10.80427657166905,14.768435801683903,19.41452094865904,26.796436192434705,0.01807737145967181,0.01728784189161203,0.01636384861006235,0.01587748359678187,0.01516385381177798
400,8.873151397388881,11.674052749119474,15.969133487294531,21.562554391748066,31.18310454475624,0.01533232959337383,0.01524118441413691,0.01880203570875949,0.01535732669290013,0.01736109202802538
500,9.10315153935196,12.87517947389212,17.8893574464093,23.575846247350945,35.566528677225264,0.01634820787161217,0.01531605846030359,0.018727993474279,0.01807566448157161,0.01491100026098025
600,9.466055745521665,14.943669362072924,19.25928954291941,24.952429969555947,39.94531888366715,0.01283656341521322,0.01399280193231078,0.01903591344737521,0.01782001081722484,0.01593419661467976
700,9.915034070278912,15.955012064745,21.10323644979519,26.002462107916813,42.33876629094983,0.01576803673097515,0.01232980648086723,0.01906229922126812,0.01660407105954675,0.02017139533353429
800,10.050244556291252,17.21948253803324,23.94379725709207,28.94087076820095,46.71999774200304,0.01733495168807053,0.01664158938324789,0.01718914030745822,0.01412909670824547,0.01406974612756073
900,10.271265837968508,19.103234495208877,25.79572619048156,30.89197873812725,48.10253817177433,0.01613810589068265,0.01691231460318932,0.01645778870854997,0.0133448581129727,0.01516493531651975
1000,10.6509590380172,20.072300796304656,26.912659700874908,32.06962530480513,50.72283962657205,0.01362154373387625,0.01690966136492023,0.01636238164437742,0.01380055092516841,0.01759567444247523
