20,7.4126180948114415,9.172619245438977,14.37265320243361,17.85276825701907,23.851833962107403,0.001954914930506035,0.001732059746522907,0.00198590706135704,0.001664958542448858,0.001592407477481572
40,7.622172732600924,10.072032774749754,15.672203995151422,20.362925056863357,26.78278839744496,0.001165590347671497,0.001590642865128444,0.001473248210999145,0.00170272198916166,0.001480290850388144
60,8.173475600838968,10.782557641821448,16.861969499431424,23.67284587366724,30.172671436705773,0.001527165144210585,0.001386868664130958,0.00121740555456995,0.001723656749319957,0.001840623674475239
80,8.852422905863344,11.65243731011792,17.752375067765083,25.852089115002745,32.42174210675699,0.00187103536329758,0.00169876202091146,0.001498700296934885,0.001565334960190512,0.00108236185980104
100,9.35300284175623,12.85211622982226,18.863094194461347,26.822438531356955,35.18242081525755,0.001767013112328186,0.001680922214120528,0.001735769906453299,0.001568462637060009,0.00144102860436135
120,9.893088290521025,14.921772383002525,19.232489559988903,28.76287179019181,37.92223128959345,0.0018956589900192,0.001260446255503922,0.001675858664455632,0.001670529267563836,0.001489155392093267
140,10.032155910989257,15.832182024360252,20.83214909368244,30.18262120470823,39.89253994288686,0.001461367944951775,0.001446760856406826,0.001492704739852968,0.001836821310597259,0.001938363644484298
160,10.25239886800191,16.432599439086786,22.173405249493435,31.452400544919342,43.61239106647268,0.001564224321541019,0.001788705954417935,0.001987815018701156,0.00166644377567593,0.001707074503656258
180,10.633442389459656,17.832846299827928,23.35233322851768,32.41211324880701,47.43244790002751,0.001882401814818024,0.001797669182877826,0.001325619820214285,0.001218258446684217,0.001679917222375593
200,10.932317039261296,18.372014991880683,24.83269707112404,35.452110185538125,50.35210455939888,0.001618946553406886,0.001158674471824384,0.001802332383533667,0.001830574112076988,0.001506098913935716
