Time,VehicleID,TowerID,RSSI,Distance,TowerLoad
1,2049,1,10.4332,0,1
1,2050,1,8.84435,0,1
1,2051,1,17.7367,0,1
1,2052,1,1.94962,0,1
1,2053,1,9.367,0,1
1,2054,1,13.1349,0,1
1,2055,1,24.5505,0,1
1,2056,1,20.8871,0,1
1,2057,1,7.95872,0,1
1,2058,1,6.89248,0,1
1,2059,1,5.727,0,1
1,2060,1,1.56477,0,1
1,2061,1,11.9394,0,1
1,2062,1,14.0574,0,1
1,2063,1,9.72286,0,1
1,2064,1,5.25353,0,1
1,2065,1,2.55699,0,1
1,2066,1,5.27686,0,1
1,2067,1,19.5116,0,1
1,2068,1,7.61278,0,1
1,2069,1,24.2555,0,1
1,2070,1,10.6696,0,1
1,2071,1,18.5734,0,1
1,2072,1,25.2401,0,1
1,2073,1,1.7654,0,1
1,2074,1,13.6933,0,1
1,2075,1,2.16311,0,1
1,2076,1,5.85144,0,1
1,2077,1,32.9462,0,1
1,2078,1,14.8689,0,1
1,2079,1,24.3531,0,1
1,2080,1,3.04695,0,1
1,2081,1,1.59775,0,1
1,2082,1,13.8914,0,1
1,2083,1,16.1958,0,1
1,2084,1,22.2971,0,1
1,2085,1,17.5832,0,1
1,2086,1,15.4348,0,1
1,2087,1,17.11,0,1
1,2088,1,2.65605,0,1
1,2089,1,13.7099,0,1
1,2090,1,-1.12474,0,1
1,2091,1,-0.020831,0,1
1,2092,1,21.712,0,1
1,2093,1,21.8277,0,1
1,2094,1,-4.88055,0,1
1,2095,1,4.33192,0,1
1,2096,1,21.7393,0,1
1,2097,1,11.0798,0,1
1,2098,1,12.1116,0,1
1,2099,1,5.92942,0,1
1,2100,1,14.8922,0,1
1,2101,1,-1.88906,0,1
1,2102,1,10.4996,0,1
1,2103,1,9.10653,0,1
1,2104,1,35.1918,0,1
1,2105,1,7.80571,0,1
1,2106,1,22.7646,0,1
1,2107,1,8.58092,0,1
1,2108,1,7.75227,0,1
1,2109,1,-0.802798,0,1
1,2110,1,-1.54956,0,1
1,2111,1,10.4154,0,1
1,2112,1,21.6072,0,1
1,2113,1,-1.27845,0,1
1,2114,1,-2.05758,0,1
1,2115,1,15.9122,0,1
1,2116,1,-1.61447,0,1
1,2117,1,0.270571,0,1
1,2118,1,23.2529,0,1
1,2119,1,14.5431,0,1
1,2120,1,10.7555,0,1
1,2121,1,13.289,0,1
1,2122,1,15.259,0,1
1,2123,1,2.19185,0,1
1,2124,1,8.29084,0,1
1,2125,1,15.812,0,1
1,2126,1,7.4679,0,1
1,2127,1,9.19144,0,1
1,2049,2,12.4756,0,0.857143
1,2050,2,11.9558,0,0.857143
1,2051,2,19.8697,0,0.857143
1,2052,2,4.65156,0,0.857143
1,2053,2,11.8097,0,0.857143
1,2054,2,16.0907,0,0.857143
1,2055,2,27.3113,0,0.857143
1,2056,2,26.5292,0,0.857143
1,2057,2,10.5417,0,0.857143
1,2058,2,9.77977,0,0.857143
1,2059,2,8.87876,0,0.857143
1,2060,2,3.86225,0,0.857143
1,2061,2,14.2486,0,0.857143
1,2062,2,16.854,0,0.857143
1,2063,2,12.0113,0,0.857143
1,2064,2,8.43918,0,0.857143
1,2065,2,5.37858,0,0.857143
1,2066,2,7.45121,0,0.857143
1,2067,2,22.9112,0,0.857143
1,2068,2,10.74,0,0.857143
1,2069,2,29.8956,0,0.857143
1,2070,2,12.3997,0,0.857143
1,2071,2,21.3411,0,0.857143
1,2072,2,29.2065,0,0.857143
1,2073,2,5.50434,0,0.857143
1,2074,2,15.8652,0,0.857143
1,2075,2,4.61273,0,0.857143
1,2076,2,8.15971,0,0.857143
1,2077,2,39.1107,0,0.857143
1,2078,2,18.1723,0,0.857143
1,2079,2,27.263,0,0.857143
1,2080,2,6.02248,0,0.857143
1,2081,2,3.594,0,0.857143
1,2082,2,16.0325,0,0.857143
1,2083,2,21.086,0,0.857143
1,2084,2,25.0723,0,0.857143
1,2085,2,21.6606,0,0.857143
1,2086,2,19.4131,0,0.857143
1,2087,2,21.819,0,0.857143
1,2088,2,4.6813,0,0.857143
1,2089,2,16.1395,0,0.857143
1,2090,2,1.92616,0,0.857143
1,2091,2,2.54421,0,0.857143
1,2092,2,23.6477,0,0.857143
1,2093,2,26.7083,0,0.857143
1,2094,2,-2.96494,0,0.857143
1,2095,2,6.33665,0,0.857143
1,2096,2,24.2541,0,0.857143
1,2097,2,13.2038,0,0.857143
1,2098,2,14.6993,0,0.857143
